,respondent,task,complexity,interval,time,company,purpose,purpose_tokens,purpose_token_count,purpose_word_count,detail,desc_tokens,desc_token_count,desc_token_count_group,desc_word_count,desc_word_count_group,desc_eval_comp,desc_eval_elem,desc_eval_char,desc_eval_sum,PQ1,ATT1,PQ2,HQ1,PQ3,HQ2,HQ3,ATT2,PQ4,HQ4,PQ,HQ,ATT,familiarity
512,8,3,2.97,10s,132.0,1.0,1.0,mountain outdoor sporting equipment,4,4,1.0,large picture snow leopard shop offering outdoor equipment shoe backpack,10,med,18,med,1,2,0,2,5,5,6,5,4,5,5,5,6,5,5.25,5.0,5.0,False
513,8,4,5.27,10s,109.0,1.0,1.0,weather forecast,2,3,1.0,showing weather area prague different article climate,7,med,16,med,1,2,0,2,7,4,5,5,7,5,3,6,7,4,6.5,4.25,5.0,False
514,8,5,7.5,10s,108.0,1.0,1.0,product animal,2,4,0.0,different animal top offered minute pick time,7,med,17,med,1,2,0,2,2,2,2,3,3,3,5,3,3,5,2.5,4.0,2.5,False
515,8,6,8.0,10s,135.0,1.0,1.0,news website relating technology medicine,5,10,0.0,picture article topic battery cancer government policy,7,med,15,med,1,1,0,1,6,5,6,5,6,4,4,6,7,5,6.25,4.5,5.5,False
516,9,1,0.22,10s,174.0,1.0,1.0,clothes woman child,3,6,1.0,large picture girl yellow hedghog shirt top page picture striped shirt woman boy presumably leading different section website list different department left hand side,24,high,65,high,3,3,0,3,6,6,6,6,5,7,5,6,6,5,5.75,5.75,6.0,True
517,9,2,2.0,10s,118.0,1.0,1.0,eyecare sunglass contact lens glass,5,5,1.0,large picture family holiday wearing sunglass feature link section contact lens sunglass section remember,14,high,31,high,2,3,0,3,5,5,5,5,4,4,4,5,5,4,4.75,4.25,5.0,False
518,9,3,2.97,10s,116.0,1.0,1.0,sport wear specifically hill mountain activity,6,7,0.0,large picture big snow leopard superimposed top picture running hill mountain link different sporting shoe accessory,16,high,34,high,2,3,0,3,5,4,5,4,4,4,4,5,4,4,4.5,4.0,4.5,False
519,9,4,5.27,10s,124.0,1.0,1.0,weather forecast weather news,4,5,0.0,large weather map showing current weather feature page tab day weather link latest weather news summary forecast prague coming day,20,high,55,high,3,4,0,4,4,4,6,4,5,4,4,5,5,4,5.0,4.0,4.5,False
520,9,5,7.5,10s,93.0,1.0,1.0,food accessory,2,4,0.0,lot lot different section click,5,low,14,med,0,0,0,0,5,3,5,3,4,3,4,4,3,5,4.25,3.75,3.5,False
521,9,6,8.0,10s,117.0,1.0,1.0,news technology,2,4,0.0,lot different story latest news technology development live ticker side latest news industry section side showing read story website,19,high,40,high,2,2,0,2,3,4,5,4,4,4,4,4,5,4,4.25,4.0,4.0,False
522,10,1,0.22,10s,170.0,1.0,1.0,sustainable clothing woman child,4,7,0.0,made image related category woman child visible,7,med,20,med,1,1,0,1,5,5,4,5,4,4,3,4,4,3,4.25,3.75,4.5,False
523,10,2,2.0,10s,174.0,1.0,1.0,eyewear eyeglass sunglass contact lens,5,6,0.0,image bottom page category themed draw attention away logo plain top page particularly memorable,14,high,25,high,1,2,0,2,5,4,4,4,4,4,4,4,5,4,4.5,4.0,4.0,False
524,10,3,2.97,10s,169.0,1.0,1.0,outdoors sport clothing accessory,4,6,0.0,image cheetah individual heading mountain organised list category top bar attractive image link bottom category,15,high,31,high,1,3,0,3,7,6,7,7,6,6,6,6,7,6,6.75,6.25,6.0,False
525,10,4,5.27,10s,176.0,1.0,1.0,weather forecast weather related news,5,7,1.0,made large image showing weather forecast draw attention weather news article visible small box side link top page recall content attention drawn large forecast graphic,25,high,38,high,2,3,0,3,5,4,4,3,4,2,3,4,4,4,4.25,3.0,4.0,False
526,10,5,7.5,10s,141.0,1.0,1.0,animal product,2,3,0.0,structured category link related type top attractive image individual product plain organised,12,med,21,med,1,2,1,3,7,5,7,3,6,3,4,5,7,4,6.75,3.5,5.0,False
527,10,6,8.0,10s,149.0,1.0,0.5,sort news website,3,10,0.0,crowded text unattractive lot news article real structure determined immediacy,10,med,22,med,2,1,3,4,2,2,3,1,2,1,1,2,3,2,2.5,1.25,2.0,False
528,11,1,0.22,10s,86.0,1.0,1.0,sell sustainable clothing,3,3,0.0,clothing website picture different different age gender,7,med,17,med,0,1,0,1,7,6,6,7,6,6,3,6,7,4,6.5,5.0,6.0,False
529,11,2,2.0,10s,100.0,1.0,1.0,contact lens different type glass,5,9,1.0,picture wearing different type glass different setting sell,8,med,24,high,1,1,0,1,6,5,5,4,4,5,5,5,6,5,5.25,4.75,5.0,False
530,11,3,2.97,10s,119.0,1.0,1.0,activewear,1,1,1.0,clothing outdoor website big leopard front screen background running hiking hill,11,med,29,high,1,2,0,2,4,5,4,5,5,6,6,5,5,6,4.5,5.75,5.0,False
531,11,4,5.27,10s,84.0,1.0,1.0,tell weather,2,4,1.0,showed weather rainfall thursday prague,5,low,11,low,1,1,0,1,6,5,6,4,6,4,4,6,7,5,6.25,4.25,5.5,False
532,11,5,7.5,10s,122.0,1.0,1.0,toy supply pet,3,7,1.0,website selling different product animal pet lot different section different type animal section food toy necessity,16,high,31,high,0,1,0,1,5,5,6,5,5,4,5,5,6,5,5.5,4.75,5.0,False
533,11,6,8.0,10s,92.0,1.0,0.5,article,1,4,0.0,list article centre page,4,low,14,med,0,1,0,1,3,1,4,4,5,2,1,3,6,1,4.5,2.0,2.0,False
534,12,1,0.22,10s,146.0,1.0,1.0,sustainable fashion woman child,4,6,1.0,small top looked title follow question simple design clealry laid department woman child understand info page,16,high,49,high,2,2,1,3,7,5,6,5,6,4,2,4,6,3,6.25,3.5,4.5,False
535,12,2,2.0,10s,146.0,1.0,1.0,eyewear glass sunglass contact lens,5,5,1.0,seasonal advertising summer large photo family beach wearing sunglass promoting contact lens section astronomy different page,16,high,42,high,2,3,0,3,6,5,4,4,6,4,2,4,5,4,5.25,3.5,4.5,False
536,12,3,2.97,10s,140.0,1.0,1.0,outdoor clothing equipment,3,4,1.0,big snow leopard photo badly photoshopped running sunny mountain summer fall offer category bottom,14,high,25,high,2,3,0,3,3,2,3,4,4,3,3,4,3,2,3.25,3.0,3.0,False
537,12,4,5.27,10s,129.0,1.0,1.0,info weather prague,3,6,1.0,mix news weather article hand side info prague weather map blue white design simple graphic visualise weather change,18,high,26,high,2,3,1,4,5,5,6,4,5,4,3,4,6,4,5.5,3.75,4.5,False
538,12,5,7.5,10s,301.0,1.0,1.0,supply,1,2,0.0,lot info page bit overwhelming selling zoo shop product supplier,10,med,35,high,1,0,1,1,1,2,2,4,4,3,3,4,1,2,2.0,3.0,3.0,False
539,12,6,8.0,10s,140.0,1.0,0.5,tech product,2,2,0.0,looked news site read article hand side plain design black lettering white bakground article dark green picture looked click bait related article woman gasping phone,25,high,43,high,2,2,2,4,2,2,4,4,6,4,1,4,5,2,4.25,2.75,3.0,False
540,13,1,0.22,10s,96.0,1.0,1.0,sustainable clothing,2,2,1.0,simple design pastel colour section woman kid,7,med,16,med,1,1,1,2,6,6,6,5,6,5,5,6,6,5,6.0,5.0,6.0,False
541,13,2,2.0,10s,97.0,1.0,1.0,glass sunglass eye examination,4,5,0.0,website bit confusing time realize blue white color structured,9,med,25,high,1,0,2,2,2,3,2,2,2,2,2,2,2,3,2.0,2.25,2.5,False
542,13,3,2.97,10s,117.0,1.0,1.0,shop outdoor clothing shoe equipment,5,7,0.0,white black colour picture snow leopard hiking,7,med,19,med,1,1,1,2,5,6,6,5,5,5,5,5,5,5,5.25,5.0,5.5,False
543,13,4,5.27,10s,123.0,1.0,1.0,weather forecast info,3,11,0.0,blue showing weather forecast czech republic prague,7,med,14,med,1,1,1,2,5,4,5,3,4,3,3,4,4,4,4.5,3.25,4.0,False
544,13,5,7.5,10s,99.0,1.0,1.0,shop stuff pet,3,5,0.0,website relatively simple big picture bright yellow red colour showing offer,11,med,18,med,1,1,1,2,5,3,4,3,4,3,3,4,4,3,4.25,3.0,3.5,False
545,13,6,8.0,10s,106.0,1.0,1.0,probably provide information article technology,5,10,0.0,website full text difficult catch short time,7,med,18,med,0,0,1,1,2,2,2,2,4,3,2,2,3,2,2.75,2.25,2.0,False
546,14,1,0.22,10s,115.0,1.0,1.0,sustainable clothes,2,2,1.0,link woman child wear clothing range confirmation clothes website sustainable,10,med,24,high,1,2,0,2,4,5,6,4,6,5,4,4,6,4,5.5,4.25,4.5,False
547,14,2,2.0,10s,102.0,1.0,1.0,sunglass,1,1,1.0,homepage gunglasses company image focusing vacation sun glass smaller image sport sunglass option top arrange eye test,17,high,29,high,2,3,0,3,4,4,5,4,5,3,4,4,5,3,4.75,3.5,4.0,False
548,14,3,2.97,10s,146.0,1.0,1.0,sport clothing equipment,3,4,1.0,home page sport equipment provider image giving impression extreme sport mountain climbing menu option different product top photo image linking latest fall range,23,high,41,high,2,4,0,4,6,5,6,5,7,5,4,5,6,4,6.25,4.5,5.0,False
549,14,4,5.27,10s,83.0,1.0,1.0,weather forecast,2,2,0.0,weather page prague option search weather forecast location,8,med,17,med,1,2,0,2,6,4,6,4,6,4,4,4,6,3,6.0,3.75,4.0,False
550,14,5,7.5,10s,85.0,1.0,1.0,food,1,2,0.0,website food option including cat dog bird top offer pick delivery large font,13,high,24,high,1,2,0,2,3,3,4,3,4,2,2,3,3,2,3.5,2.25,3.0,False
551,14,6,8.0,10s,107.0,1.0,1.0,news blog tech product service,5,8,0.0,busy page lot text story item link particularly stood focus,10,med,32,high,1,1,1,2,2,2,2,4,2,1,1,3,2,2,2.0,2.0,2.5,False
552,15,1,0.22,10s,195.0,1.0,1.0,clothes woman kid,3,6,0.0,simple store website logo top left navigation bar search box basket icon background white page banner photo page split column requiring woman kid clothing link,25,high,59,high,3,5,1,6,6,5,6,5,6,4,4,5,6,4,6.0,4.25,5.0,False
553,15,2,2.0,10s,207.0,1.0,1.0,eye glass contact lens,4,5,0.0,simple page white background navigation bar top page banner photo column split featuring sport glass sunglases contact lens link,19,high,41,high,2,3,1,4,6,5,6,5,6,4,4,4,6,4,6.0,4.25,4.5,False
554,15,3,2.97,10s,191.0,1.0,1.0,outdors clothing equipment,3,4,0.0,simple white background page logo tab picture banner image page grid style layout column featuring section item company operating,19,high,40,high,2,4,1,5,5,5,5,5,6,5,4,5,5,5,5.25,4.75,5.0,False
555,15,4,5.27,10s,192.0,1.0,1.0,information wheather,2,4,0.0,simple page white background search bar plugins showing day weather top corner navigation bar top page weather map hand side widget area information day day weather forecast,27,high,64,high,3,4,1,5,6,4,6,4,6,2,4,5,6,5,6.0,3.75,4.5,False
556,15,5,7.5,10s,257.0,1.0,1.0,food item,2,4,0.0,page looked toy store page color red yellow search bar top call number navigation bar top section cube sorted simple grid style page,23,high,57,high,2,4,1,5,5,4,4,4,4,4,3,4,4,4,4.25,3.75,4.0,False
557,15,6,8.0,10s,221.0,1.0,1.0,information tech industry,3,5,0.0,simple blog style webpage photo link article white background top black bard link clear,14,high,37,high,2,3,1,4,4,4,5,4,5,3,4,5,5,4,4.75,3.75,4.5,False
558,16,1,0.22,10s,161.0,1.0,1.0,sustainable fashion wear,3,3,0.0,model tattoo woman boy girl wearing stripy top,8,med,15,med,0,1,0,1,6,6,5,6,4,6,6,6,6,6,5.25,6.0,6.0,False
559,16,2,2.0,10s,234.0,1.0,1.0,eyewear sport sun glass contact lens,6,7,1.0,woman running sport sunglass happy family beach wearing sunglass woman putting contact lens felt holiday travel agency website,18,high,30,high,1,3,0,3,5,5,5,5,3,5,5,5,5,5,4.5,5.0,5.0,False
560,16,3,2.97,10s,202.0,1.0,1.0,outdoor sport wear,3,3,0.0,hiking running hill section product buy shoe clothes big,9,med,17,med,1,3,0,3,5,6,6,6,5,5,6,6,6,6,5.5,5.75,6.0,False
561,16,4,5.27,10s,143.0,1.0,1.0,weather forecast info,3,3,0.0,map weather icon figure country town info hand side iceberg,10,med,22,med,1,2,0,2,5,5,7,5,6,4,5,6,6,4,6.0,4.5,5.5,False
562,16,5,7.5,10s,188.0,1.0,1.0,animal food product,3,5,1.0,clear company sold product accessory actual pet pet icon top bit misleading click,13,high,41,high,1,1,0,1,3,3,3,3,3,3,3,3,3,3,3.0,3.0,3.0,False
563,16,6,8.0,10s,200.0,1.0,1.0,news technology,2,3,0.0,picture woman shock holding glass head felt news website,9,med,18,med,1,1,0,1,4,4,6,4,4,4,6,5,6,6,5.0,5.0,4.5,False
564,17,1,0.22,10s,95.0,1.0,1.0,clothing woman kid,3,6,1.0,category woman child girl wearing hedgehog shirt option top different option showing basket login page audio button,17,high,51,high,3,4,0,4,7,7,6,6,5,6,6,7,7,6,6.25,6.0,7.0,False
565,17,2,2.0,10s,100.0,1.0,1.0,eyewear including glass sunglass contact lens,6,9,0.0,homepage option glass sunglass contact picture family beach top website showed nearest store prague,14,high,37,high,3,3,0,3,7,6,7,5,6,6,5,6,6,5,6.5,5.25,6.0,False
566,17,3,2.97,10s,91.0,1.0,1.0,sporting clothes outdoor thing,4,5,0.0,page large picture snow leapard mountain top page bar different category picture promoted sale option,15,high,37,high,2,4,0,4,5,4,5,3,6,5,4,5,6,5,5.5,4.25,4.5,False
567,17,4,5.27,10s,90.0,1.0,1.0,weather forecasting news,3,4,0.0,page large map area showing forecast rain side link news article top banner offering different option,16,high,40,high,2,3,0,3,3,6,6,5,3,4,5,4,3,5,3.75,4.75,5.0,False
568,17,5,7.5,10s,202.0,1.0,1.0,selling product kind pet cat reptile fish,7,17,0.0,category item top choose show relevant product featured area showed thing pickup delivery cute picture animal header,17,high,42,high,2,3,0,3,3,6,6,6,5,6,6,5,5,6,4.75,6.0,5.5,False
569,17,6,8.0,10s,96.0,1.0,1.0,news website tech article category,5,11,0.0,featured article middle article list hand side top different bar navigating different website navigating category tech live,17,high,39,high,2,4,0,4,3,6,6,6,6,6,5,5,4,5,4.75,5.5,5.5,False
570,18,1,0.22,10s,63.0,1.0,1.0,clothing,1,1,0.0,selection section navigating user clothing dependant gender age,8,med,13,med,0,1,0,1,7,6,7,5,7,4,4,5,7,5,7.0,4.5,5.5,False
571,18,2,2.0,10s,88.0,1.0,1.0,glass,1,1,1.0,website selling range glass gender blue theme,7,med,11,low,0,0,1,1,6,5,6,5,7,4,3,5,7,3,6.5,3.75,5.0,False
572,18,3,2.97,10s,72.0,1.0,1.0,outdoorsy equipment,2,2,0.0,large white cheetah imagery front page,6,med,8,low,0,1,0,1,6,6,6,5,6,5,4,5,7,5,6.25,4.75,5.5,False
573,18,4,5.27,10s,66.0,1.0,1.0,weather forecast,2,2,1.0,large range weather forecast prague,5,low,8,low,1,1,0,1,7,6,7,6,7,4,5,6,7,6,7.0,5.25,6.0,False
574,18,5,7.5,10s,82.0,1.0,1.0,animal food product,3,4,1.0,large banner click collect minute range animal toy bottom page,10,med,20,med,1,2,0,2,5,6,7,6,7,4,5,6,7,6,6.5,5.25,6.0,False
575,18,6,8.0,10s,78.0,1.0,0.5,news article,2,2,0.0,large selection news article,4,low,6,low,0,0,0,0,7,2,4,2,5,3,2,4,2,2,4.5,2.25,3.0,False
576,19,1,0.22,10s,132.0,1.0,1.0,clothing sustainable,2,4,1.0,woman child wearing night clothes featuring hedgehog clothing lemon stripe,10,med,19,med,1,1,0,1,5,5,6,5,4,5,5,5,6,4,5.25,4.75,5.0,False
577,19,2,2.0,10s,85.0,0.0,1.0,glass,1,1,1.0,sunny beach scene glass sunglass,5,low,8,low,1,2,0,2,5,5,5,4,5,4,4,5,5,4,5.0,4.0,5.0,False
578,19,3,2.97,10s,113.0,1.0,1.0,outdoor sport clothing,3,3,0.0,leopard hiking outdoor wear category product,6,med,11,low,1,3,0,3,5,5,5,4,4,4,5,5,5,4,4.75,4.25,5.0,False
579,19,4,5.27,10s,87.0,0.0,1.0,weather report,2,2,0.0,different weather map report ice,5,low,6,low,1,2,0,2,3,4,4,4,4,4,4,3,3,4,3.5,4.0,3.5,False
580,19,5,7.5,10s,94.0,1.0,1.0,supply,1,2,0.0,item available pet child holding box parrot,7,med,12,med,1,3,0,3,2,4,4,4,4,3,5,3,2,4,3.0,4.0,3.5,False
581,19,6,8.0,10s,72.0,1.0,1.0,tech news,2,2,0.0,news page tech related issue,5,low,6,low,0,0,0,0,2,3,3,4,4,4,4,3,3,3,3.0,3.75,3.0,False
582,21,1,0.22,10s,124.0,1.0,1.0,sustainable clothing,2,2,0.0,simplified layout navigation banner top homepage area website navigational content category displayed bottom homepage,14,high,26,high,1,2,1,3,6,4,4,4,5,4,4,5,5,3,5.0,3.75,4.5,False
583,21,2,2.0,10s,119.0,1.0,1.0,service vaccination product sunglass,4,8,1.0,webpage simple layout heading vaccination sunglass product service,8,med,18,med,1,2,1,3,6,4,4,4,5,2,4,5,6,2,5.25,3.0,4.5,False
584,21,3,2.97,10s,227.0,1.0,1.0,sportwear equipment,2,3,0.0,image mountain leopard displayed homepage hill sport website business information displayed horizontally bar top webpage horizontal navigational bar area website marketing communication containing image mountain leopard specific product range promoted,30,high,63,high,3,4,0,4,5,5,6,5,5,5,5,5,5,5,5.25,5.0,5.0,False
585,21,4,5.27,10s,117.0,1.0,1.0,service weather report regionally locally,5,7,0.0,regional weather report information temperature banned hand side webpage containing information,11,med,23,med,2,2,0,2,5,5,5,5,6,4,4,5,5,5,5.25,4.5,5.0,False
586,21,5,7.5,10s,147.0,1.0,0.5,sell animal ownership,3,5,0.5,information category animal available ownership cat dog aquaculture,8,med,16,med,0,1,0,1,5,5,5,4,5,3,4,5,5,5,5.0,4.0,5.0,False
587,21,6,8.0,10s,224.0,1.0,1.0,service information article latest happening technology sector,7,12,0.0,lot article technology content clustered layout webpage structure made bit complicated,11,med,20,med,1,1,1,2,3,4,4,4,5,4,3,5,5,4,4.25,3.75,4.5,False
588,22,1,0.22,10s,66.0,1.0,1.0,clothing company,2,2,0.0,category clothing sell kid adult collection plain simple colour,9,med,17,med,1,1,2,3,5,5,6,6,5,6,6,5,6,4,5.5,5.5,5.0,False
589,22,2,2.0,10s,59.0,1.0,1.0,eyewar sunglass,2,3,1.0,category eyewear company offer picture family vacation offering summer range,10,med,15,med,1,2,0,2,5,5,4,3,4,3,4,4,3,3,4.0,3.25,4.5,True
590,22,3,2.97,10s,346.0,1.0,1.0,sell sport hiking walking camping equipment wa clear,8,17,0.0,picture big mountain shop category page,6,med,20,med,1,3,0,3,5,5,4,4,5,4,3,3,3,4,4.25,3.75,4.0,False
591,22,4,5.27,10s,89.0,1.0,1.0,weather forecast website,3,3,1.0,page shown describing weather prague thursday search bar different location remember,11,med,29,high,2,3,0,3,6,5,6,4,5,4,3,6,4,3,5.25,3.5,5.5,False
592,22,5,7.5,10s,104.0,1.0,1.0,store sell food toy pet,5,17,0.0,different prodcuts shop selling different animal category available service collection symbol shopping basket shopping online,15,high,29,high,2,4,0,4,5,5,5,4,5,4,5,6,4,5,4.75,4.5,5.5,False
593,22,6,8.0,10s,111.0,1.0,0.5,news website,2,9,0.0,lot article recall article cancer patient looked cluttered hard focus detail text place,13,high,32,high,1,1,0,1,3,3,4,4,5,3,3,3,2,2,3.5,3.0,3.0,False
594,23,1,0.22,10s,136.0,1.0,1.0,clothes,1,1,1.0,clothing website pastel colour sold clothes woman kid basic,9,med,14,med,1,1,1,2,7,4,6,3,6,2,2,3,7,2,6.5,2.25,3.5,False
595,23,2,2.0,10s,144.0,1.0,1.0,sport glass eye ware contact,5,6,1.0,website selling range eyecare solution typical horizontal menu option tile category neutral colour eye,14,high,27,high,1,2,1,3,5,6,6,6,6,6,5,7,6,5,5.75,5.5,6.5,False
596,23,3,2.97,10s,140.0,1.0,1.0,sport ware focus running,4,5,0.0,sport website info tab top option catagories tile sport shoe backpack,11,med,17,med,1,2,0,2,6,5,5,4,6,3,3,4,6,4,5.75,3.5,4.5,False
597,23,4,5.27,10s,94.0,1.0,1.0,weather forecast,2,2,1.0,fairly standard weather forecasting website lot blue colour option view raining,11,med,15,med,1,1,1,2,3,5,6,5,6,5,5,5,6,5,5.25,5.0,5.0,False
598,23,5,7.5,10s,143.0,1.0,1.0,shop selling animal product,4,5,1.0,website selling product horizontal menu select product special offer product basic,11,med,20,med,1,2,1,3,5,4,5,3,6,3,2,4,6,3,5.5,2.75,4.0,False
599,23,6,8.0,10s,100.0,1.0,0.5,news website,2,2,0.0,wordy lot option menu read article,6,med,10,low,1,1,1,2,1,2,2,4,2,3,2,2,2,1,1.75,2.5,2.0,False
600,24,1,0.22,10s,173.0,1.0,1.0,sustainable clothing,2,2,0.0,page promoting fact sustainable bottom clear section woman child range picture top menu top advertise free shipping pastel colour theme,20,high,44,high,3,4,1,5,6,6,6,5,4,6,5,6,6,4,5.5,5.0,6.0,False
601,24,2,2.0,10s,226.0,1.0,1.0,sport glass sunglass contact lens,5,6,0.0,home page site picture wearing glass sell including sportsman family different section sport glass sunglass contact lens find company top menu theme white blue,24,high,47,high,3,3,1,4,5,4,6,5,5,5,4,5,6,4,5.5,4.5,4.5,False
602,24,3,2.97,10s,329.0,0.0,0.0,recall,1,2,0.0,big cheetah leopard photo black white minimalistic page,8,med,18,med,1,1,1,2,6,6,5,6,3,6,5,5,5,5,4.75,5.5,5.5,False
603,24,4,5.27,10s,110.0,1.0,1.0,weather forecast,2,2,0.0,big map middle showing weather forecast prague advanced option top article hand side,13,high,25,high,1,3,0,3,4,4,5,4,6,4,4,5,5,3,5.0,3.75,4.5,False
604,24,5,7.5,10s,133.0,0.0,1.0,animal food supply,3,4,0.0,lot bottom suggested product buy promise minute pickup time photo animal yellowish theme,13,high,33,high,2,3,1,4,2,2,3,3,4,3,3,3,3,4,3.0,3.25,2.5,False
605,24,6,8.0,10s,282.0,0.0,0.5,news,1,1,0.0,news article photo illustration middle live coverage left read news crammed opinion,12,med,26,high,2,3,1,4,2,2,3,4,3,3,3,2,3,2,2.75,3.0,2.0,False
606,25,1,0.22,10s,153.0,1.0,1.0,sell sustainable fashion item,4,5,0.0,page standard layout space block sparse place woman child demonstrating especially family,12,med,33,high,1,1,2,3,4,3,5,5,5,4,3,4,5,3,4.75,3.75,3.5,False
607,25,2,2.0,10s,132.0,1.0,1.0,sell glass sunglass contact,4,6,1.0,holiday image top family pic underneath funnel demonstrating different type product heart logo,13,high,32,high,2,3,0,3,5,5,6,5,6,5,5,5,5,5,5.5,5.0,5.0,False
608,25,3,2.97,10s,180.0,1.0,1.0,outdoor product,2,2,1.0,large snow leopard middle couple climbing mountain top picture advertising called dynafit click category bottom,15,high,37,high,2,4,0,4,5,6,6,6,6,6,6,6,6,6,5.75,6.0,6.0,False
609,25,4,5.27,10s,152.0,1.0,1.0,info weather,2,5,0.0,lot weather pic blue yellow colour match weather symbol show day week bottom,13,high,28,high,1,1,1,2,4,5,7,5,6,5,4,5,5,5,5.5,4.75,5.0,False
610,25,5,7.5,10s,134.0,1.0,1.0,product,1,4,1.0,busy site different pet top product underneath alot colour logo,10,med,25,high,1,2,2,4,2,2,3,2,3,2,4,3,2,4,2.5,3.0,2.5,False
611,25,6,8.0,10s,145.0,1.0,1.0,updating tech news,3,10,0.0,busy page ecommerce purpose info website story choose form including news section,12,med,35,high,1,1,1,2,2,2,6,4,5,4,4,5,2,4,3.75,4.0,3.5,False
612,27,1,0.22,10s,104.0,1.0,0.0,pajama,1,1,0.0,selling pajama family woman child,5,low,12,med,0,1,0,1,5,4,5,5,5,4,4,5,5,4,5.0,4.25,4.5,False
613,27,2,2.0,10s,91.0,1.0,1.0,sunglass,1,1,1.0,selling sunglass especially holiday,4,low,7,low,0,0,0,0,6,6,6,6,6,6,5,6,6,4,6.0,5.25,6.0,False
614,27,3,2.97,10s,127.0,0.5,1.0,clothes hiking touring,3,5,0.0,selling clothes hiking boot warm jacket clothing touring wildness,9,med,21,med,1,1,0,1,6,6,6,6,6,5,5,6,5,4,5.75,5.0,6.0,False
615,27,4,5.27,10s,97.0,1.0,1.0,weather forecast,2,2,1.0,show weather forecast showing detail weather,6,med,12,med,0,1,0,1,3,4,3,3,3,4,4,4,3,3,3.0,3.5,4.0,False
616,27,5,7.5,10s,94.0,1.0,1.0,stuff pet,2,3,1.0,selling product food shelter toy,5,low,12,med,0,0,0,0,5,5,5,4,5,3,4,4,4,4,4.75,3.75,4.5,False
617,27,6,8.0,10s,107.0,1.0,1.0,tech info,2,2,0.0,tech news world article currency,5,low,14,med,1,1,0,1,3,4,3,3,3,4,3,3,3,3,3.0,3.25,3.5,False
618,28,1,0.22,10s,76.0,1.0,1.0,sustainable clothing woman child,4,7,0.0,scandi style clear image product offer,6,med,10,low,1,0,2,2,7,7,7,7,6,6,6,7,7,7,6.75,6.5,7.0,False
619,28,2,2.0,10s,85.0,1.0,1.0,eyewear contact lens,3,3,0.0,showed product company sell,4,low,6,low,0,0,0,0,4,3,5,2,6,2,2,1,4,5,4.75,2.75,2.0,False
620,28,3,2.97,10s,79.0,1.0,1.0,sport gear clothes accessory,4,4,0.0,big picture big mountain picture product,6,med,14,med,1,2,0,2,6,6,6,5,5,5,6,6,6,6,5.75,5.5,6.0,False
621,28,4,5.27,10s,53.0,1.0,1.0,weather forecast news,3,4,0.0,weather forecast news,3,low,4,low,0,0,0,0,6,6,7,7,7,4,5,6,6,5,6.5,5.25,6.0,False
622,28,5,7.5,10s,73.0,1.0,1.0,supply,1,2,0.0,shop sell supply food accessory pet,6,med,10,low,0,0,0,0,6,6,7,2,5,3,3,3,4,5,5.5,3.25,4.5,False
623,28,6,8.0,10s,84.0,1.0,1.0,magazine information technology press,4,7,0.0,monochrome wordy page colour,4,low,8,low,0,0,1,1,3,2,6,4,6,3,2,3,5,2,5.0,2.75,2.5,False
624,29,1,0.22,10s,140.0,1.0,1.0,sustainable fashion,2,2,1.0,branding line nav bar image width frame child sustainable fashion picture male female child product,15,high,29,high,2,3,0,3,7,7,7,7,7,7,6,7,7,6,7.0,6.5,7.0,False
625,29,2,2.0,10s,188.0,1.0,1.0,glass,1,1,0.0,branding top search nav bar image family group beach wearing sun glass option different glass,15,high,28,high,2,4,0,4,5,6,7,6,6,7,5,7,7,5,6.25,5.75,6.5,False
626,29,3,2.97,10s,216.0,1.0,1.0,sport wear backpack shoe winter stuff,6,6,1.0,branding top search bar nav bar list item body advert line clothes product listed,14,high,24,high,1,4,0,4,5,6,6,6,5,6,5,6,6,6,5.5,5.75,6.0,False
627,29,4,5.27,10s,168.0,1.0,1.0,weather forecast,2,2,1.0,branding top search nav bar option weather map shown location thursday,11,med,19,med,1,3,0,3,3,3,4,3,4,3,3,5,5,2,4.0,2.75,4.0,False
628,29,5,7.5,10s,158.0,1.0,1.0,animal product,2,2,0.0,animal product website search bar top nav bar branding listing different animal larger image selection product,16,high,26,high,2,4,0,4,5,5,5,4,5,4,3,5,5,4,5.0,3.75,5.0,False
629,29,6,8.0,10s,120.0,1.0,0.5,news,1,1,0.0,branding line nav bar column page image middle word heavy,10,med,20,med,1,2,1,3,2,2,4,4,3,2,2,3,1,1,2.5,2.25,2.5,False
630,30,1,0.22,10s,72.0,1.0,1.0,clothing,1,1,1.0,clothes adult kid summery colour,5,low,7,low,0,0,1,1,6,6,6,6,5,5,5,6,7,5,6.0,5.25,6.0,True
631,30,2,2.0,10s,93.0,1.0,1.0,conatct lens,2,2,1.0,asked ready vacation initially hiolidays caption undereath different contact lens,10,med,20,med,1,2,0,2,3,3,4,4,3,4,5,3,2,4,3.0,4.25,3.0,False
632,30,3,2.97,10s,85.0,1.0,1.0,outdoor gear,2,2,0.0,picture cheetah show product offered running gear,7,med,11,low,1,2,0,2,4,5,5,4,4,5,5,5,6,5,4.75,4.75,5.0,False
633,30,4,5.27,10s,88.0,1.0,1.0,weather news,2,2,0.0,weather prague report snow,4,low,6,low,1,2,0,2,4,5,6,5,5,4,4,5,5,5,5.0,4.5,5.0,False
